code	product_name	ingredients_text	categories	brands	countries	countries_tags
8906000210772	Pancake Mix				en:in	en:india
8906000211007	Oven cake mix		en:cake-mixes		en:India	en:india
8906000212004	Pillsbury choco oven cake mix		Cake mixes	Pillsbury	India	en:india
8906000212202	Custard Powder	Starch, Salt, Synthetic Food Color [INS02,INS110]	Dairies, Condiments, Sauces, Dessert sauces, Custards and pastry creams, Custard powder	Pillsbury	India	en:india
8906000212240	Multigrain Atta		Plant-based foods and beverages, Plant-based foods, Flours	Pillsbury	India	en:india
8906000212257	Betty crocker choco fudge cake mix		Cake mixes	Betty crocker	India	en:india
8906000212325	Pillsbury multi, grain flour			Pillsbury	in	en:india
8906000212813	Betty Crocker Complete Pancake Mix		Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Cooking helpers,Pancake mixes	Betty Crocker	India	en:india
8906000379134	Orange	CARBONATED WATER, SUGAR, ACIDITY REGULATOR (330) STABILIZERS (414, 445), PRESERVATIVE (211), COLOUR (110) FLAVOURS NATURAL & NATURE-IDENTICAL FLAVORING SUBSTANCES)	Beverages and beverages preparations,Beverages,Carbonated drinks,Sodas,Sweetened beverages	Fanta	India	en:india
8906000421970	calciquick-k2		0.88	Dr morepen	en:India	en:india
8906000431276	Chai Masala	Dried Ginger, Green Cardamom, Black Pepper & Cinnamon		Parsi Dairy Farm	India	en:india
8906000442401	Pure honey		Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels		en:in	en:india
8906000610053	Mc Cain French Fries			Mc Cains	en:India	en:india
8906000610077		smiles: vegetable product (frozen) (62,84%) (13,76% ients: potato n oil, corn flour, edible common salt, ssed in a plant manufacturing wheat, milk a id soya based p is a registered trade mark of mccain foods ltd, canada potato flakes product			en:India	en:india
8906000610169					en:india	en:india
8906000610176	Mecam  crazy fries			McCain	en:India	en:india
8906000610206	McCain Crazy Fries with Masala Mix		Frozen snacks and starters	McCain	India	en:india
8906000610626	McCain Chilli Garlic Potato Pops	Potato (84%), Palmolein Oil, Garlic Paste (Water, Garlic (1.25%), Iodized Salt,  Starch, Acidity Regulator (INS 260), Maize Starch, Potato Flakes, Iodized Salt, Onion Powder, Red Chilli Flakes (0.37%).	Frozen cooked pre-fried potato cubes	McCain	India	en:india
8906000610688	mecam potato cheese shotz				en:India	en:india
8906000610701	Smiles	Potato 62.84%, Potato Flakes (13.76%), Palmolein Oil, Corn Flour, Edile Common Salt	Snacks, en:frozen-fried-potatoes	Mc Cain	India, en:france	en:france,en:india
8906000610718	Chilli Garlic Potato Bites			Mcain	en:India	en:india
8906000610770	French Fries		F	McCain	en:India	en:india
8906000610787	McCain Chilli Garlic Potato Bites	Chilli Gar Ingred tato Biles: Vegetable Product (Frozen) (1.25%) ato (84%), Palmolein Oil, Garlic Paste (Water Garlic Salt, Starch, Acidity Regulator [INS 260), Maize Flakes lodized Salt, Onion Powder, Red Chilli Flakes Starch, Potato F (0.37%) May Contain Wheat, Milk and Soy	Frozen foods,Frozen fried potatoes,Frozen French fries to roast		India	en:india
8906000610862	aloo tikki			McCain	en:India	en:india
8906000610893	Smiles			McCain	en:India	en:india
8906000610909	Potato Cheese Shotz	Potatoes (40.80%), Proessed Cheese(30.42%) (Cheddar cheese, Milk Solids, Emulsifier [INS 331],  Edible Common Salt, Permitted Class II Preservative [INS 200]), Bread Crumbs (Wheat Flour, Yeast, Edible Common Salt), Permitted Class II Preservative [INS 200], Antioxidant [INS 300]), Palmolein Oil, Batter (Wheat Flour, Corn Starch, Corn Flour, Edible Common Salt, Thickner [INS 466]), Seasoning (Acidity Regulators [INS 330, INS 270],  Flavour Emhancer [INS 627], Anticaking Agent [INS 551]), Corn Flour, Onion Powder, Edible Common Salt, Red Chilli Flakes, Parsley.  CONTAINS ADDED FLAVOURS: NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES CONTAINS WHEAT, SOYA AND MILK DERIVATIVES	Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Meat alternatives, Meat analogues, Potato crisps, Breaded products, Vegetarian nuggets	McCain	India	en:india
8906000610916	Variety Pack		Frozen foods, Frozen fried potatoes, en:appetizers	McCain	en:india	en:india
8906000610930	veggiee fingers	vegetable70%(potato,corn,carrot,peas),bread crumb,iodised salt,Maida,yeast,ins282,ins466,ins300,riceflakes,corn flour,spices and condiments, parsley	Frozen foood	McCain	canada,India	en:canada,en:india
8906000611487	Mini Samosa			McCain	en:India	en:india
8906000611777	McCain cheesy nuggets				en:India	en:india
8906000612293	McCain Cheesy Pizza Fingers		Frozen snacks and starters	McCain	India	en:india
8906000612316	popcorn				en:India	en:india
8906000612590	Air Fryer French Fries			McCain	en:India	en:india
8906000612811	McCain garlic potato bites			Mccain	en:India	en:india
8906000680056	URBANS Cashews		Salted cashews	URBANS	India	en:india
8906000913062	Jain Schezwan sauce	Tomatoes(15%), Sugar(10%), chillies(8%), oil, water, soy sauce, herbs & spices. flavour enhancers(INS-627, INS-631), Emulsifying agent(INS - 415), Acidfying agent (INS-260), preservatives(INS-211)	Chinese-sauce,Sauces	aatash	en:India	en:india
8906000920015	Daddis plain khakra				en:India	en:india
8906000920022	DD JRA KHKR				en:India	en:india
8906000920046	Crisp Wheat Khakhra - Masala		en:appetizers	Daadi's	en:India	en:india
8906000920596			Snacks, Sweet snacks, Confectioneries, Candies		en:India	en:india
8906000921081	Badam Ghee Laddoo		Plant-based foods and beverages, Plant-based foods, Snacks, Sweet snacks, Confectioneries, Nuts and their products, Nut confectioneries	Daadi's	India	en:india
8906000921524	NACHOS Crisp Wheat				en:India	en:india
8906000921531	Khakhra			Daadis	en:India	en:india
8906000921555	Daadi's Peri Peri Khakhra		snacks	Daadi's	India	en:india
8906000921753	Mootichoor Ghee Laddoo	Sugar, Bengal Gram Flour, Ghee (16%), Refined Wheat Flour, Cashew Nuts, Cardamom Powder, Permitted Synthetic Colour (INS 102 & INS 110) & Food Additives (INS 200 & INS 202). Allergen Advice: Contains Wheat and Nuts. May Conations Milk and Soy.	pulses based sweets	Daadi's	en:India	en:india
8906000921968	Namak Para			Daadis	en:India	en:india
8906001005278	Mother's Recipe Mixed pickle		Mixed vegetable pickles	Mother's Recipe	India	en:india
8906001020196	Go Cheese Slices	Cheddar cheese (made from microbial enzyme), Milk Solids, Emulsifier (INS 339 (iii), INS 450 (i), INS 452 (i)), lodized salt, Stabilizer (INS 407, INS 415), Preservative (INS 200). Allergen Advice: Contains Milk	Dairies, Fermented foods, Fermented milk products, Cheeses, Sliced cheeses	Go	India	en:india
8906001020202	Go Cheese Slices		Dairies,Fermented foods,Fermented milk products,Cheeses,Cheese Slices	Gowardhan	India	en:india
8906001020387					en:india	en:india
8906001020394	Go cheese				en:India	en:india
8906001020431	Go cheese block 200				en:India	en:india
8906001021063	Milk	milk			en:India	en:india
8906001021087	Cow Milk - Gold			Gowardhan	en:India	en:india
8906001021278	Paneer			Gowardhan	in	en:india
8906001021698	Topp Up Milk Rose Flavour			Gowardhan	en:in	en:india
8906001022626	Gowardhan Star Dahi	Pasteurized skimmed milk, Milk solids and active culture.	Dahi	Gowardhan	India	en:india
8906001022848	Protein powder			Avvatar	IN	en:india
8906001022930	Muscle Gainer				in	en:india
8906001023012	Gowardhan Ghee			Gowardhan	en:India	en:india
8906001023036	Pure Cow Ghee		Fats, Animal fats, Butter fat, en:butters	Gowardhan	France, en:india	en:france,en:india
8906001023043	Govardhan pure cow ghee 500ml		Fats, Animal fats, Butter fat, Clarified butter, Ghee, en:butters	Paragon Partners	en:India	en:india
8906001023050	Gowardhan pure cow ghee		Dairies,Fats,Spreads,Spreadable fats,Animal fats,Dairy spreads,Milkfat,Butters,Ghee	Gowardhan	India	en:india
8906001023128	Govardhan pure cow ghee 1ltr				en:India	en:india
8906001023432	Muscle gainer	Whey Protein, Dextrose, Maltodextrin, Skimmed milk Powder, Alkalized Cocoa Powder, Coffee Powder, Minerals, Vitamins, Acesulfame Potassium (INS 950). Sunflower Lecithin (INS 322). CONTAINS ADDED FLAVOUR - COFFEE (NATURAL AND NATURE IDENTICAL FLAVOUR - ING SUBSTANCES). *No added Sucrose. LID.	Health-supplement,Health-supplement,Health supplement	Avvatar	en:india	en:india
8906001023876	Isorich Health Supplement			Avvatar	en:India	en:india
8906001024637			Gowardhan Topp up Flavoured milk		en:india	en:india
8906001024712	Whey Protein Belgian Chocolate			Avvatar	en:India	en:india
8906001024798	Four Cheese		cheese	Go	India	en:india
8906001024880	gowardhan cow ghee				en:India	en:india
8906001025146	Avvatar Alpha Whey Belgian Chocolate		Whey powder	Avvatar	India	en:india
8906001025252	Whey Protein			Avatar	en:india	en:india
8906001025269	Whey Protein (Malai Kulfi)			Avvatar	en:India	en:india
8906001025276	Chocolate Hazelnut Whey Protein			Avvatar	en:India	en:india
8906001025283	Whey protein Chocolate hazelnut			Avvatar	en:India	en:india
8906001025290	Whey Protein Chocolate Hazelnut			Avvatar	en:India	en:india
8906001025535	Nitro Iso Whey - Malai Kulfi			Avvatar	en:India	en:india
8906001025559	Govardhan ghee			Nandini	en:India	en:india
8906001025610					en:india	en:india
8906001025771	Whey protein			Avvatar	en:India	en:india
8906001026068	Kesar Pedha			Gowardhan	en:india	en:india
8906001026471	100% Performance Whey Cold Coffee			Avvatar	en:India	en:india
8906001026488	100% Performance Whey			Avvatar	en:India	en:india
8906001026594	Performance Why			Avvatar	en:India	en:india
8906001026600	Performance Whey Unflavoured	Whey Protein Concentrate, Sunflower Lecithin (INS 322).	Dietary supplements,Bodybuilding supplements,Protein powders	Avvatar	India	en:india
8906001026624	Malai Kulfi Whey Protein			Avvatar	en:India	en:india
8906001026631	100% Performance Whey			Avvatar	en:India	en:india
8906001026662	Whey Protein			Avvatar	en:India	en:india
8906001026716	Protein Wafer Bar			Avvatar	en:India	en:india
8906001026723	Protein wafer bar coffee	Protein blend (Whey protein isolate, Whey protein concentrate), Hydrogenated vegetable fat, Maltitol (965), Refined wheat flour, Milk solids, Maize starch, Emulsifiers [322(i),(476)], Coffee powder, Cocoa solids, lodized salt, Raising agent [500(ii)], Nature identical flavor(Coffee).	Protein wafer bar,Protein bars	Avvatar	India	en:india
8906001028222	Good Daily Milk 1ltr	Milk and Milk solids	Dairies,Milks,Cow milks	Go	India	en:india
8906001028444	Go Supremo Cow's Milk	Milk	Milk	Go	India	en:india
8906001050025	Mother's recipe Stuffed green chilli pickle 200gm				en:India	en:india
8906001050063	Mother's recipe Madras thokki pickle packet 200gm				en:India	en:india
8906001050117	Mother's Recipe Karnataka Cut Mango Pickle		Pickles	Mother's Recipe	India	en:india
8906001050476	Mother's recipe Andhara ginger pickle 20gm			mother's recipe	en:India	en:india
8906001050643	Mathers manggo pickle 200 g				en:India	en:india
8906001050650	Manngo pickle		pickle	500g	India	en:india
8906001050667	Mother's recipe Mango pickle				en:India	en:india
8906001050704	Mango pickle		mango pickle	Mother's Recipe	India	en:india
8906001050711	Mixed pickle	Mixed Fruits and Vegetable Pieces (Mango, Carrot, Lime, Green Chilli, Tomato and Amba Haldar) (62%), Iodized Salt, Water, Cottonseed Oil, Chilli Powder, Spices & Condiments. Acidity Regulator (INS 260) and Asafoetida.	Plant-based foods and beverages, Plant-based foods, Pickles, en:plant-based-pickles	Mother's Recipe	India	en:india
8906001050742	Mixed pickle	Moxed Fruits & Vegetable Pieces (Mango, Spices and Condiments, Acidity Regulator (INS 260) and . Iodized Salt, Water, Cottonseed Oil, Chilli Powder. Caror Lime, Green Chilli, Green Tomato and Amba Halder)	Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Vegetables based foods,Canned plant-based foods,Pickles,Canned vegetables,Plant-based pickles,Pickled vegetables,Pickled cucumbers,Plant-based mixed pickles,Pick	Mother's Recipe	India	en:india
8906001050759	mother's recipe mixed pickle 400gm				en:India	en:india
8906001050865	green chilli pickle	Green Chilli Pieces (52%), iodized Salt,Cottonseed Oil, Lime Pulp, Mustard Spices & Condiments, Acidity Regulator (INS 260) and Asafoetida	Plant-based foods and beverages,Plant-based foods,Pickles,Plant-based pickles	Mother's Recipe	India	en:india
8906001051183	Gujarati Gor Keri Pickle		Mango pickles	Mother's Recipe	India	en:india
8906001051312	Mother's Garlic pickle				en:India	en:india
8906001051343	mother's Red chilli		Plant-based foods and beverages,Plant-based foods,Pickles,Plant-based pickles	Mother's Recipe	India	en:india
8906001051428	Mother's recipe Lime pickle 300gm				en:India	en:india
8906001051503	Mother's Recipe moong papad		Papadum	Mother's Recipe	India	en:india
8906001051602	mother's	Potato (67%), Tapioca (Sago), Rock Salt, Red Chilli Powder, Cumin and Sunflower Oil.	Snacks	Mother's Recipe	India	en:india
8906001051619	Mothers Sabudana				en:India	en:india
8906001052005	Spice Mix for Paneer Butter Masala	Onion, Tomato Powder, Sugar, Cottonseed Oil, Iodized Salt (7%), Skimmed Milk Powder, Rice Flakes, Red Chilli Powder, Coriander, Cashew Nut, Dry Garlic, Mixed Spices, Acidity Regulator (INS 330) and Dry Ginger.	spice mix	Mother's Recipe	India	en:india
8906001052036	mother's recipe butter chicken				en:India	en:india
8906001052043	mother's recipe chicken biryani masala		Spice Mix	Mother's Recipe	India	en:india
8906001052067	CHICKEN CHETTINAD			MOTHER'S RECIPE	en:India	en:india
8906001052531	Mother's Mixed				en:India	en:india
8906001052548	mango pickle 400g				en:India	en:india
8906001052562	mother's recipe bangali mixed pickle 300g				en:India	en:india
8906001052692	Mother's Recipe Punjabi Mango pickle	Mango Pieces (58%), iodized Salt, Mustard Oil ( Cottonseed Oil, Fenugreek, Spices and Condiments and Acidity Regulator (INS 260)		Mother’s Recipe	India	en:india
8906001052777	Mother's Mango				en:India	en:india
8906001052784	Mother's Recipe Mixed pickle		Plant-based foods and beverages,Plant-based foods,Pickles,Plant-based pickles	Mother's Recipe	India	en:india
8906001052807	Spice Mix For Kadai Paneer			Mother’s Recipe	en:india	en:india
8906001052920	Mother's recipe ginger garlic paste 500gm				en:India	en:india
8906001053897					en:india	en:india
8906001054306	Mother's Recipe Chana Masala papad		Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Flatbreads,Special breads,Papadum,Chickpeas	Mother's Recipe	India	en:india
8906001054580	Mixed Pickle	Vegetable Pieces,(Mango,Carrot,Lime, Green chilli, Spices & Condiments, Cottonseed oil,Mustard oil, Acidity Regulator (INS 260) and Asafoetida.	Mixed fruits and vegetables pickel	Mother's Recipe	en:India	en:india
8906001055372	Mango and chilis pickles			Mother's receip	in	en:india
8906001055471	Mother's APPALAM			Mother's Recipe	en:India	en:india
8906001056416	Mother's Recipe Kesar Mango pulp850 gr		Mango pulp	Mother's Recipe	Italy,India	en:india,en:italy
8906001058151	Panjabi m p		Papadum	Mother's Recipe	India	en:india
8906001140078					en:india	en:india
8906001140764					en:india	en:india
8906001141006	Mysore Royal		Splendid Artistry coffee	Mysore Royal coffee day	India	en:india
8906001210146	Sarson ka saag			Sohna	in	en:india
8906001211891	Amla Candy	Amla, Fruit, Sugar, Acidity Regulator Citric Acid(INS 330) , Preservative(INS-211)	Snacks, Sweet snacks, Confectioneries, Candies	Markfed Sohna	en:India	en:india
8906001241102	equal low calorie sweetener				en:India	en:india
8906001367253	MOHANI Red Tea		Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Teas	MOHANI	India	en:india
8906001380245	magicream chocolate biscuit				en:India	en:india
8906001381143	Whole Wheat Bread	Whole Wheat Flour (Atta-87%)*, Sugar, Wheat Gluten, Yeast, Iodised Salt, Edible Vegetable Oil (Rice Bran), Wheat Bran, Class II Preservative (282), Malt Powder, Emulsifiers [471, 472e 481 (1)], Improvers (170(i), 510, 923, 1100] and Antioxidant (300).	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads	English Oven	India	en:india
8906001383819	Non Stop Jeera Lite		Biscuit	Cremica	en:india	en:india
8906001384151	bourbon				en:India	en:india
8906001385127	Bourbon				en:in	en:india
8906001385295	Kaju Khajoor Cookies	WHEAT FLOUR, SUGAR, EDIBLE VEGETABLE OILS (PALM), INVERT SYRUP, CASHEW NUTS (1.6%), BUTTER, RAISING AGENTS [INS-503 (ii), INS-500 (ii)], MAIZE STARCH, EDIBLE COMMON SALT, DATES (0.3%), MILK SOLIDS, PERMITTED EMULSIFIERS (INS-322, INS - 471), STABILISING AGENT [INS-450(i)], DOUGH CONDITIONER (INS-223).  CONTAINS PERMITTED NATURAL COLOUR (INS-160b) AND ADDED FLAVOURS (ARTIFICIAL FLAVOURING SUBSTANCES - BUTTER, MILK VANILLA AND NATURE IDENTICAL FLAVOURING SUBSTANCE-BUTTER).  CONTAINS WHEAT, MILK, SOYA & SULPHITE AS HYPERSENSITIVE INGREDIENTS.	Biscuits	Cremica	en:India	en:india
8906001385301	Butter cookies				en:in	en:india
8906001385417			Biscuit		en:india	en:india
8906001385677			Digestive biscuits		en:india	en:india
8906001385783	Glucose		Snacks,Sweet snacks,Biscuits and cakes,Biscuits	Cremica	India	en:india
8906001386001	CREMICA MALT AND MILK				India	en:india
8906001387015	English oven			English Oven	India	en:india
8906001387039	English Oven Milk Sliced White Bread	Refined Wheat Flour (Maida), Water, Milk Solids (6%), Yeast, Sugar, lodized Salt, Edible Vegetable Oil (Palm), Wheat Gluten, Soya Flour, Class II Preservative (282), Improvers [170 (i), 510, 923, +100], Emulsifiers [471, 472e, 481 (i)], Acidity Regulator (260) and Antioxidants (300)	Breads	English Oven	India	en:india
8906001387046	Bread 🍞			Oven	en:India	en:india
8906001387114	Multi Grain High Fibre Bread	REFINED WHEAT FLOUR (MAIDA), WATER, MULTIGRAIN MIX (20% - OAT FLAKES, SUNFLOWER, LINSEED, SESAME SEED, SOYA GRIT, MELON SEEDS), YEAST, SUGAR, EDIBLE VEGETABLE OILS (PALM), WHEAT GLUTEN, EDIBLE COMMON SALT, MALT FLOUR, BROKEN WHEAT, SOYA FLOUR, CLASS II PRESERVATIVE (282), ACIDITY REGULATOR (260), EMULSIFIERS [471,472e, 481 (0)1, IMPROVERS [1700), 510, 923, 1100] AND ANTIOXIDANT (300). (NUMBERS IN BRACKETS ARE AS PER INTERNATIONAL NUMBERING SYSTEM) ALLERGEN DECLARATION: PRODUCT CONTAINS WHEAT FLOUR (GLUTEN), SEEDS, OATS, SOYA FLOUR AS ALLERGENS.	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sliced breads,Multigrain sliced breads	English Oven	India	en:india
8906001387213	burger bun			English Oven	en:India	en:india
8906001387978	Mrs Bectors Fruit Bun		hr:buns	Mrs Bectors	India	en:india
8906001388319	Bread		Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Bread	English oven	en:india	en:india
8906001388609	Brown Sliced Brown Bread	WHEAT FLOUR [ATTA (50%)], REFINED WHEAT FLOUR [MAIDA (50%)], WATER, YEAST, SUGAR, IODIZED SALT, WHEAT GLUTEN, EDIBLE BRAN VEGETABLE OIL (PALM), CLASS II PRESERVATIVE (282), MALT POWDER, WHEAT IMPROVERS [170 (i), 510, 923, 1100], ACIDITY REGULATOR (260), EMULSIFIERS [471, 472e, 481 (i)] AND ANTIOXIDANT (300)	Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Wholemeal breads	English Oven	en:in	en:india
8906001400301	ssp special asafoetida hing				en:India	en:india
8906001720171	VRS FOODS LTD				en:India	en:india
8906001722502	Masala chhaach			Health ways	en:India	en:india
8906001723288	Nandan cow ghee				India	en:india
8906001726869	Paras Desi ghee 900 ml				en:India	en:india
8906001727026	Desi Ghee		Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Butter fat, Clarified butter, Ghee	Paras	India	en:india
8906001727149	Desi ghee	Ghee	Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Butter fat, Clarified butter, Ghee	Paras	India	en:india
8906001770053			salt		en:india	en:india
8906001893295					en:India	en:india
8906001950516	mackerel chunks canned in oil			gitioako	en:India	en:india
8906001953807	Chicken chunks in gravy				en:India	en:india
8906002000012	Funfoods Classic Egg Mayonnaise	Water, Tomato Paste (26%), Sugar, Refined Soyabean Oil, Milk Solids, Onions, lodised Salt, Vegetables (2.9%), Mixed Spices, Cheese (1%), Acidity Regulators (NS260, INS330), Herb, Antioxidant (INS319).	Topping sauce for pizza,Toppings	Dr. Oetker	India	en:india
8906002000074	Dr. Oetket	refined soyabean oil,water, cheese (8%), milk solids,sugar, lemon juice, iodised salt, tomato paste, red chillies 0.8%, acidity regulators (ins260, ins330), emulsifier and stabilizer (ins415),mixed spices, preservatives (ins211, ins202), antioxidant (ins319)		Dr. Oetker	India	en:india
8906002000104	Sandwiche Spread			FunFoods	India	en:india
8906002000111	Pizza Topping Dr.Oetker				en:India	en:india
8906002000135	garlic chilli sread and dip				en:India	en:india
8906002000326	Eggless Cake Mix Dr.Oetk				en:India	en:india
8906002000494	Dr Oetker Funfoods Veg Mayonnaise	Refined Soyabean Oil, Water, Sugar, Milk Solids, lodised Salt, Stabilizers (INS415, INS1442), Acidity Regulators (INS260, Preservatives (INS211, INS202), Antioxidant (INS319).	Mayonnaises	Funfoods,Dr Oetker	India	en:india
8906002000876	Veg mayonnaise for burger	Refined Soybean Oil, Tomatoes (38%), Sugar, Milk Solids, Lemon juice, iodised Salt, Emulsifiers & Stabilizers (INS1442, INS415), Mixed Spices, acidity Regulators (INS260, INS330), Preservatives (INS211, INS202), antioxidant (INS319), Natural&Nature-Identical Flavouring Substances	Condiments,Sauces,Mayonnaises	Dr. Oetker	India	en:india
8906002000883	myo		Mayonnaises	Dr Oetker	India	en:india
8906002001064	American Mustard		Mustard sauces	Dr. Oetker,FUNFOODS	India	en:india
8906002001118	Pasta & pizza sauce			Dr. Oetker	India	en:india
8906002001156	Peanut butter creamy		Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Plant-based spreads, Oilseed purees, Legume butters, Peanut butters, en:nut-butters	Dr.Oetker FunFood	India	en:india
8906002001163	Peanut Butter (beurre de cacahouète)		Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters	Dr. Oetker	India	en:india
8906002001613	burger mayonnaise			Dr.oetkars	en:India	en:india
8906002003242	Veg Mayonnaise	Water, Olive Oil (24%), Sugar, E Mustard Powder, Preservatives (INS211, INSZO CONTAINS ADDED FLAVOUR Serve Size 15 Nutritional FLAVOURING SUBSTANCES)	Condiments, Sauces, Vegetarian sauces, Vegan sauces, Egg-free mayonnaises	Dr. Oetker	India	en:india
8906002004133	Fun Foods Chocolate Spread Fudge	milk solids, sugar, cocoa solids (7%), water, Palm oil, liquid glucose, emulsifiers & stabilizers (INS 407, INS 1442, INS 322), iodised salt, preservative (INS 202)	Breakfasts, Spreads, Sweet spreads, fr:Pâtes à tartiner, Chocolate spreads	Dr.Oetker	India	en:india
8906002004355	tandoori sauce			Dr. oetker	en:India	en:india
8906002004379	Dr. Oetker Funfoods Veg Mayonnaise	Refined Soyabean Oil, Water, Sugar, Milk Solids, Iodised Salt, Lemon Juice, Emulsifiers and Stabilizers (INS415, INS1442), Acidity Regulators ( INS330), Preservatives (INS211, INS202), Antioxidant (INS319).	Mayonnaises	Dr. Oetker	India	en:india
8906002004430	Veg mayonnaise	Refined Soyabean Oil, Water, Sugar, Milk Solids, iodised Salt, Lemon Juice, Emulsifiers and Stabilizers (INS415, INS1442), Acidity Regulators (INS260, INS330), Preservatives (INS211, INS202), Antioxidant (INS319).  CONTAINS MILK.	Condiments, Sauces, Vegetarian sauces, Mayonnaises, Vegan sauces, Egg-free mayonnaises	Dr. Oetker	en:in	en:india
8906002004447	FUNFOODS PEANUT BUTTER	Roasted Peanuts (91%), Sugar, Stabilizer (INS471), Iodised Salt	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters	Dr. Oetker	India	en:india
8906002004454	Peanut Butter	Roasted Peanuts  (91%), Sugar, Edible Vegetable Fat (Soyabean), lodised Salt.	Peanut butters	funfoods,Dr. Oetker	India	en:india
8906002004461	Dr Oetker Funfoods Veg Mayonnaise	Refined Soyabean Oil, Water, Sugar, Milk Solids, lodised Salt, Lemon Juice, Emulsifiers and Stabilizers (INS415, INS1442), Acidity Regulators (INS260, INS330), Preservatives (INS211, INS202), Antioxidant (INS319).	Egg-free mayonnaises	Dr Oetker Funfoods	India	en:india
8906002004553	Salsa			Dr. Oetker	India	en:india
8906002005222	tomato ketchup			dr oetker	en:India	en:india
8906002005284	Pizza topping sauce	Water, Tomato Paste (26%), Serve Size-30g Pack comans 3 Nutritional Information Sugar, Refined Soyabean Oil, Milk Solids, Energy (kcal) Onions, lodised Salt, Vegetables (2.8%), Mixed Spices, Cheese (1%), Acidity Regulators (INS260, INS330), Preservative (INS211), Herbs, Antioxidant (INS319). CONTAINS MILK. How to Use: Spread Pizza Topping on Pizza base. No need to add further toppings as this All-in-One Topping contains veggies & Cheese. Just sprinkle grated cheese (optional) & bake to enjoy restaurant like Pizza at home.	Spreads	Dr. Oetker	India	en:india
8906002005536	tomato ketchup			drowtkat	en:India	en:india
8906002005741					en:india	en:india
8906002005789	Tandoori veg mayonnaise		en:mayonnaises		en:India	en:india
8906002005956	Pesto Italian basil			Dr.Oetker	en:India	en:india
8906002006076	Dr Oetker Funfoods Peanut Butter Creamy	Roasted  Peanuts (91%), Sugar, Edible Vegetable Fat(Soyabean),Iodised Salt	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters	Dr Oetker,Funfoods	India	en:india
8906002006083	Funfoods Peanut Butter Crunchy	Roasted Peanuts (91%), Sugar, Edible Vegetable Fat (Soyabean), lodised Salt. CONTAINS NUT.	Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Plant-based spreads, Oilseed purees, Legume butters, Peanut butters	Dr. Oetker	en:India	en:india
8906002006113	Veg Mayonnaise	Mayonnaise Original (Proprietary Food - 12.6.1-Emulsified Dips dents: Refined Soyabean Oil, Water, Sugar, Milk Solids, lodised Sat, L Emulsifiers and Stabilizers (INS415, INS1442), Acidity Regulators (NS Preservatives (INS211, INS202), Antioxidant (INS319). TANG MILK Serve Size-15g Pack contains 26 M&Mid By: Dr. Oetker sa India Pvt. Ltd. Nutritional Information Energy (kcal) Protein (a) SP-3&4, Ind. Area Kaharani, For complaints, contact Alwar Rajasthan - are manager at ker in Carbohydrate (g) - Total Sugars (g) Added Sugars (g) 18002700481 Total Fat (g) Per Per 100g Serve P 502.2 753 SP 01/24 05 01 1.3 == 8.6 7.3 54 518 92 00 710.5/ - Saturated Fat (g) - Trans Fat (g) Cholesterol (mg) Sodium (ma)	Egg-free mayonnaises	Dr. Oetker	en:India	en:india
8906002006236	Dr. Oetker Peanut Butter		Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Nuts and their products, Plant-based spreads, Oilseed purees, Legume butters, Nut butters, Peanut butters, en:crunchy-peanut-butters	Dr. Oetker	India	en:india
8906002006243	Peanut Butter Crunchy	Roasted Peanuts (91%),Sugar, Edible Vegetable Fat (Soyabean), lodised Salt.	Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Plant-based spreads, Oilseed purees, Legume butters, Peanut butters, en:nut-butters	Dr. Oetker FUNFOODS	en:India	en:india
8906002006250					en:India	en:india
